Header2,header3,header4
388,AJ,INVALID ZIP-CODE DESIGNATOR
388,AK,BAH-DIFF MUST BE REPORTED WITH BAH-CODE OF 'W'
388,AL,MR INDICATES MEMBER IN RECEIPT OF FSH-O.  RESEARCH AND RESUBMIT.
388,AM,ONLY ZIP-DESIGNATOR 'M' IS VALID FOR BAH-DIFF.
388,AN,EFFECTIVE DATE MUST BE GREATER THAN 30 DEC 2005 FOR BAH-DIFF.
388,AO,EFFECTIVE DATE FOR FSH-B MUST BE GREATER THAN 20061231.  RESEARCH AND RESUBMIT.
388,AP,INVALID BAH RATE CODE
388,AQ,INVALID ZIP-CODE
388,AR,ENCODED BAH DISASTER CODE INVALID.  RESEARCH AND RESUBMIT.
388,AS,BAH DISASTER CANNOT BE RETROACTIVELY REPORTED.
388,AT,RENT/MORTGAGE AMOUNT MUST NOT EQUAL 7777.77 FOR BAH DISASTER.
388,AU,MEMBER ALREADY RECEIVING BAH DISASTER.
388,AV,ZIP CODE NOT VALID FOR BAH DISASTER.
388,AX,BAH DISASTER CODE 'Y' INVALID.  BAH DISASTER TABLE AMOUNT LESS THAN BAH MHA TABLE AMOUNT.
388,BI,ED IS PRIOR TO THE CADBD.
388,F,REPORTED DATA INVALID. DOES NOT MATCH BAH INFO ON RECORD.
388,K,MR INDICATES MBR IN RECEIPT OF QTRS ON OR AFTER ED.
388,L,MR INDICATES MEMBER IN NON-PAY STATUS.
388,AZ,"""NO D150 RMK"
389,BC,FSH-O WAS TERMINATED DUE TO STOP BAH REPORTED.
389,BN,MBR IN RECEIPT OF BAH DIFF.  MBR NOT ENTITLED TO BAH W/DEPN.  CANNOT PROCESS DELETE STOP BAH.
389,G,EFFECTIVE-DATE INVALID.  MUST BE YYYYMMDD AND GREATER THAN 19981031.
389,H,RPT'D EFFECTIVE DATE LESS THAN CURRENT ACTIVE DUTY BEGAN DATE.
389,I,MR INDICATES MEMBER NOT CURRENTLY IN RECEIPT OF BAH OR TYPE BAH REPORTED.
389,K,MEMBER IN RECEIPT OF QUARTERS. NOT ENTITLED TO BAH. CANNOT PROCESS DELETE STOP BAH.
389,L,MEMBER IN RECEIPT OF BAH PARTIAL. CANNOT PROCESS DELETE STOP BAH.
389,M,MR DOES NOT CONTAIN ENOUGH HISTORY TO PROCESS CORR/DEL TRANSACTION.
389,P,THE ADD/DEL BAH RATE CODES MUST BE THE SAME. OTHERWISE RUN A DEL/ERR THEN RUN PROPER STOP.
389,B,INVALID BAH RATE CODE.
389,BA,MEMBER NOT IN RECEIPT OF FSH-B DURING EFFECTIVE DATE.
389,BB,FSH-B HAS BEEN TERMINATED DUE TO STOP BAH REPORTED.
390,DF,"""ASSISTED LIVING WAS STOPPED DUE TO CHG IN STATUS"
390,F,TRANSACTION VALID FOR RESTRICTED RUCS ONLY.
390,PS,COMPLETE SGLI DEDUCTION/CREDIT HISTORY NOT AVAILBLE.  MANUAL SGLI ADJUSTMENTS MAY BE REQUIRED.
390,NF,RETRO LV PERIOD RPTD PRIOR TO LSL PAYMENT. RESEARCH TO ENSURE LSL IS ACCURATE AND CORRECT IF REQUIRED.
390,N,"""ORIGINAL ACCESSION EFFECTIVE DATE ON MCTFS DOES NOT EQUAL REPORTED EFFECTIVE DATE"
390,M,MEMBER'S RECORD ALREADY IN A SEPARATED STATUS.
390,LL,TRANSACTION NOT POSTED.  MEMBER HAS EXPIRED ECC.
390,K,DROP ACCESS ERRON IS NOT REPORTABLE FOR RESERVIST ON ACTIVE DUTY-CONTACT MISSO FOR HELP.
390,J,DATE OF ENLISTMENT ON MCTFS DOES NOT EQUAL REPORTED EFFECTIVE DATE.
390,I,MASTER RECORD CONTAINS IMPROPER RECSTAT FOR MEMBER TO BE DROPPED ACCESS ERRONEOUS.
390,GJ,PARTIAL LOST LEAVE RESTORED.  VERIFY AND ADJUST ACCORDINGLY.
390,FG,A TRANSACTION HAS POSTED WHICH AFFECTS LWAS. MEMBERS REQUESTED LWAS BEGIN DATE HAS BEEN CHANGED TO ZEROS.
390,GA,MASTER RECORD REFLECTS MEMBER IS NOT ON ACTIVE DUTY FOR A PORTION/ENTIRE PERIOD REPORTED.  SGLI COULD NOT PROCESS.
390,GB,MASTER RECORD INDICATES MEMBER DOES NOT HAVE AN OPEN SGLI REMARK FOR REPORTED PERIOD.  TRANSACTION COULD NOT TERMINATE SGLI.
390,GC,MASTER RECORD INDICATES MEMBER DOES NOT HAVE AN OPEN TSGLI REMARK FOR REPORTED PERIOD.  TRANSACTION COULD NOT TERMINATE TSGLI.
390,GD,EFFECTIVE DATE OF START CAN NOT BE GREATER THAN TO-DATE OF MOST RECENT SGLI RMK ON FILE.
390,GE,EFFECTIVE DATE OF START CAN NOT BE GREATER THAN TO-DATE OF MOST RECENT MTU-SGLI RMK ON FILE.
390,GF,MASTER RECORD INDICATES SGLI PREVIOUSLY TERMINATED.
390,GH,MASTER RECORD INDICATES TRAUMATIC SGLI COVERAGE PREVIOUSLY TERMINATED.
390,GI,MASTER RECORD REFLECTS MEMBER IS NOT IN CORRECT PAY GROUP FOR A PORTION/ENTIRE PERIOD REPORTED.  SGLI COULD NOT PROCESS.
391,L,"""VALID HAIR: AUBURN"
391,J,REPORTED HEIGHT INVALID. MUST BE '54' THRU '84'.
391,I,REPORTED WEIGHT INVALID. MUST BE '90' THRU '350'.
391,AH,"""DATE OF BIRTH INVALID"
391,M,"""VALID EYE COLORS: BLACK"
391,AF,"""MBR IS NOT WITHIN HT/WT STANDARDS"
391,AE,HEIGHT AND WEIGHT MUST BE GREATER THAN ZEROS. ONLY BODY FAT CAN BE REPORTED USING ZEROS. RESEARCH AND RE-REPORT.
391,AD,BODY FAT % MUST BE BETWEEN 00-99.  RESUBMIT TRANSACTION.
391,AC,REPORTED DATE NOT VALID.
391,AG,MATCH FOR DEL AS ERRON STATEMENT CANNOT BE FOUND IN MASTER RECORD.
392,BQ,DELETE MOS NOT EQUAL TO PREVIOUSLY REPORTED MOS.
392,BR,TRANSACTION FAILED.  MR BPEF CODE DOES NOT MATCH BPEF CODE ON BONUS OBLIGATION REMARK. RESEARCH AND RESUBMIT.
392,BT,BCN ENTERED NOT FOUND ON MASTER RECORD BONUS PAYMENT REMARK.  RESEARCH AND RESUBMIT
392,CF,FLAT RATE OBLIGATION AMT DOES NOT MATCH PAYMENT TABLE AMOUNT.  RESEARCH AND RESUBMIT.
392,CT,BCNR ADJUST RESIDENT ON OBLIGATION REMARK. COORDINATE WITH HQMC-RFF (MCPRD).
392,CW,DOCB DOES NOT EQUAL THE APPROVED EFF DT OR THE CORRECT 'FY' ON EB OBLIGATION RMK. RESEARCH AND RESUBMIT.
392,CX,BCN ENTERED DOES NOT MATCH BCN ON BONUS OBLIGATION REMARK.  RESEARCH AND RESUBMIT
392,GN,MASTER RECORD BPEF OR PEF CODE DOES NOT MATCH CODES ON TABLE IG.
392,AJ,REPORTED EFFECTIVE DATE INVALID FOR REPORTED MOS. RESEARCH AND RESUBMIT.
392,AK,BONUS CONTROL NUMBER MISSING OR INVALID.  RESEARCH AND RESUBMIT.
392,AL,"""BPEF CODE CONTAINED WITHIN BCN NOT VALID"
392,AN,BCN FISCAL YEAR  DOES NOT MATCH DOCB DATE FISCAL YEAR.  RESEARCH AND RESUBMIT.
392,BA,TRANSACTION FAILED.  NO CORRESPONDING OBLIGATION RMK CONTAINED ON MR. RESEARCH AND RESUBMIT.
392,BD,MOS INVALID.  NOT ON MOS TABLE.
392,BE,MOS INVALID.  MUST BE FOR ENLISTED MEMBER ONLY.
392,BF,MOS MUST BE FOR UNRESTRICTED ASSIGNMENT.
392,BG,MBR NOT IN GOOD PAY STATUS.  RESEARCH AND RESUBMIT IF APPROPRIATE.
392,BH,EFFECTIVE DATE MUST BE GREATER THAN DOCB.
392,AA,MBR MUST BE JOINED TO PERMANENT DUTY STATION FOR 30 DAYS PRIOR TO REPORTING ENLISTMENT BONUS.
392,AC,MASTER RECORD DOES NOT INDICATE MEMBER HAS EVER RECEIVED ENLISTMENT BONUS.
392,AE,DEL ED NOT EQUAL PREVIOUSLY REPORTED ED.
392,AF,MASTER RECORD PAY GRADE DOES NOT AGREE WITH HIGH/LOW RANK CODE ON MOS TABLE.
392,AG,DOCB NOT VALID.  MUST BE YYYYMMDD AND GREATER THAN OR EQUAL TO 19821101.
392,AH,MASTER RECORD CONTAINS CREDIT FOR BONUS OTHER THAN ENL BONUS PROGRAM.
392,AI,NOT ENTITLED TO ENLISTMENT BONUS.  MR INDICATES MBR PREVIOUSLY RECEIVED BONUS.
392,BI,DOCB MUST EQUAL THE DATE OF ENL/ACCEPTANCE & BE GREATER THAN OR EQUAL TO BONUS DATE ON TABLE IG.
392,BJ,ENLISTMENT BONUS PAY RESTRICTED TO ENLISTED PERSONNEL.
392,BM,MR YEARS ENLISTMENT DOES NOT MATCH EBP TABLE OR EB OBLIGATION RMK YRS REQUIRE FOR ENL BONUS.
392,BN,NO EBP BONUS INFORMATION AVAILABLE FOR THIS MOS.
392,BP,MR INDICATES ALL OR A PORTION OF ENLISTMENT BONUS ALREADY RECOUPED.
393,AB,BAH WAIVER DATE MUST BE NUMERIC OR ZEROS.
393,AA,BAH WAIVER ZIP MUST BE NUMERIC OR ZEROS.
394,AA,RPTD ADD TIME/DATE FALLS WITHIN PAY STATUS PERIOD OTHER THAN RESTRICTED.
394,BB,DEL MAY NOT BE INPUT AFTER A SUBSEQUENT PAY STATUS CHANGE.
394,G,DATE INVALID. NOT YYYYMMDD OR IS FUTURE DATED.
394,FG,A TRANSACTION HAS POSTED WHICH AFFECTS LWAS. MEMBERS REQUESTED LWAS BEGIN DATE HAS BEEN CHANGED TO ZEROS.
394,QN,"""CURR DATE IS .GT. CURR PERSTEMPO RMK EST RTRN DT. RESEARCH AND REPORT STOP TEMPO"
394,QM,LATE PERSTEMPO ENTRY INDICATES MBR MAY RATE PERSTEMPO PER DIEM CREDIT/CHECK.  RESEARCH AND REPORT.
394,GJ,PARTIAL LOST LEAVE RESTORED. VERIFY AND ADJUST ACCORDINGLY.
394,H,ALL OR A PORTION OF RPTED PERIOD SAME AS PREV RPTED OTHER PAY STATUS.
394,K,DEL ED NOT EQUAL TO CHANGE ED PAY STATUS.
394,NF,RETRO LV PERIOD RPTD PRIOR TO LSL PAYMENT. RESEARCH TO ENSURE LSL IS ACCURATE AND CORRECT IF REQUIRED.
394,QA,CHANGE IN STATUS RPTD DURING A PERIOD ON THE PERSTEMPO RMK. RESEARCH AND REPORT CREDIT/CHECK PERSTEMPO IF APPLICABLE.
394,QB,CURR ACDU BEGAN DATE IS ZEROS. REPORT CORRECTION (TTC 079).
394,QC,REPORTED PERIOD IS PRIOR TO CURRENT OCD. AUDIT AND ADJUST OCD AS REQUIRED.
394,QE,"""PERSTEMPO STOPPED DUE TO MBRS CHANGE OF STATUS. IF APPLICABLE"
394,QL,LATE ENTRY CAUSED ADJUSTMENT TO CURRENT PERSTEMPO GATE DATES.
395,AA,MASTER RECORD DOES NOT REFLECT ORIGINAL REPORT WAS POSTED.
395,G,"""DATE INVALID. NOT YYYYMMDD"
395,K,MR DOES NOT REFLECT MBR IS SKMC OR ED IS LESS THAN TO SKMC.
396,AX,SICK MISCONDUCT CHECKAGE MAY HAVE CAUSED AN ADJUSTMENT TO THE CURRENT PERSTEMPO GATE DATES.
396,AN,REPORTED PERIOD IS PRIOR TO CURRENT OCD. AUDIT AND ADJUST OCD AS REQUIRED.
396,AL,CHANGE IN STATUS RPTD DURING A PERIOD ON THE PERSTEMPO RMK. RESEARCH AND REPORT CREDIT/CHECK PERSTEMPO IF APPLICABLE.
396,AA,TRANSACTION NOT VALID FOR MISSO INPUT.
396,51,NOTIFY D.O. TO MAKE ANY MONETARY ADJUSTMENTS.
396,35,INVALID DATE - TO DATE MUST BE GREATER THAN FROM DATE.
396,AY,SICK MISCONDUCT CHECKAGE ENTRY INDICATES MBR MAY RATE PERSTEMPO PER DIEM CREDIT/CHECK. RESEARCH AND REPORT.
396,QN,"""CURR DATE IS .GT. CURR PERSTEMPO RMK EST RTRN DT. RESEARCH AND REPORT STOP TEMPO"
396,QM,LATE PERSTEMPO ENTRY INDICATES MBR MAY RATE PERSTEMPO PER DIEM CREDIT/CHECK.  RESEARCH AND REPORT.
396,QL,LATE ENTRY CAUSED ADJUSTMENT TO CURRENT PERSTEMPO GATE DATES.
396,QE,"""PERSTEMPO STOPPED DUE TO MBRS CHANGE OF STATUS. IF APPLICABLE"
396,QC,REPORTED PERIOD IS PRIOR TO CURRENT OCD. AUDIT AND ADJUST OCD AS REQUIRED.
396,QB,CURR ACDU BEGAN DATE IS ZEROS. REPORT CORRECTION (TTC 079).
396,QA,CHANGE IN STATUS RPTD DURING A PERIOD ON THE PERSTEMPO RMK. RESEARCH AND REPORT CREDIT/CHECK PERSTEMPO IF APPLICABLE.
396,I,MR INDICATES NO ALIKE REMARK FOR DEL POSTING.
396,H,ALL OR PORTION OF RPTD PRD SAME AS PREV RPTD PAY STATUS PRD OTHER THAN UNRESTRICTED.
396,G,"""DATE INVALID.  NOT YYYYMMDD"
396,FG,A TRANSACTION HAS POSTED WHICH AFFECTS LWAS. MEMBERS REQUESTED LWAS BEGIN DATE HAS BEEN CHANGED TO ZEROS.
396,AZ,"""PERSTEMPO STOPPED DUE TO MBRS CHANGE OF STATUS. IF APPLICABLE"
397,AA,MBRS AFADBD IS ZEROS ON THE MCTFS-MASTER FILE.  RPTD TTC INVALID UNTIL AFADBD UPDATED ON MASTER FILE.
397,J,RPTD FROM/TO DT INVALID-MBR PREVIOUSLY CREDITED FSA FOR ALL OR PORTION OF RPTD DTS.
397,AB,"""INVALID DATE"
397,AC,MR INDICATES MBR AWTG SEP AND IS NOT ENTITLED TO FSA.
397,AD,RESERVE MBRS NOT ON ACTIVE DUTY OR ON ACTIVE DUTY LESS THAN 30 DAYS ARE NOT ELIGIBLE.
397,AE,FSA-T/FSA-S RPTD CREDIT PERIOD LT 30 DAYS.
397,N,TRANSACTION NOT POSTED. D.O. MUST MAKE ADJUSTMENTS.
397,G,"""DATE INVALID"
397,AF,MR DOES NOT REFLECT WITH DEPN AND IS NOT ENTITLED TO FSA.
398,M,MR DOES NOT REFLECT MBR PREVIOUSLY RECEIVING FSA FOR ALL OR PORTION OF REPORTED DATES.
398,AA,"""DEBIT WILL RESULT IN MBR HAVING A CRED OF LT 30 DAYS OF FSA (T OR S) ENTITLEMENT REMAINING"
398,G,"""DATE INVALID"
398,H,EFFECTIVE DATE OLDER THAN OLDEST PAY GRADE IN MASTER RECORD.
398,J,RPTD FROM/TO DT INVALID-MBR PREVIOUSLY CHECKED FSA FOR ALL OR PORTION OF RPTD DTS.
400,20,TRANSACTION NOT PROCESSED.  ERRONEOUS NBR OF DAYS.  'AMT' UNABLE TO CALCULATE AMOUNT.
400,38,MASTER RECORD DOES NOT CONTAIN LUMP SUM LEAVE REMARK NECESSARY TO PROCESS DELETE TRANSACTION.
400,41,MASTER RECORD DOES NOT CONTAIN ENTITLEMENT CREDIT RMK NECESSARY TO PROCESS DELETE TRANS.
400,AA,TRANSACTION NOT VALID FOR MISSO INPUT.
400,F,REPORTED NO OF DAYS INVALID.
400,FF,MAX CAREER LSL PAID ALLOWED BY LAW.  NO ENTITLEMENT TO REPORTED CREDIT OF CAREER LSL AUTH.
400,RA,DATA BEING PASSED TO DLT G49 INVALID.
400,RB,"""PREVIOUS LSL PAYMENT WITH SAME EFFECTIVE DATE DELETED"
400,RC,PREVIOUS LSL PAYMENT WITHIN ACTIVE DUTY PERIOD WAS DELETED.  NEW LSL PAYMENT PROCESSED.  PLEASE REVIEW.
400,RD,ADDITIONAL LINKING ACTIVE DUTY PERIOD FOUND.  EFFECT DATE HAS TO BE LAST DA Y OF ACTIVE DUTY PERIOD. RESEARCH AND RESUBMIT.
400,RE,TRANSACTION NOT PROCESSED.  ERRONEOUS MONTHLY RATE.  'AMT' UNABLE TO CALCULATE AMOUNT.
400,RF,MBRS REC REFLECTS CREDIT EXISTS WITH THE SAME EFF DATE.  CO MUST VERIFY.
400,RG,NECESSARY PAY GRADE INFORMATION NOT ON MASTER FILE.  PRESENT GRADE WAS UTILIZED.
400,RH,MBRS RECORDS DO NOT REFLECT 30 DAYS OF CONTINUOUS DUTY FOR EFF DT ENTERED. REIEW AND RESUBMIT.
400,RJ,TOTAL QY INPUT NOT EQ TO SYSTEM COMPUTED QY.  SYSTEM QY WAS USED. REVIEW AND TAKE ACTION IF NECESSARY.
400,31,STATEMENT NOT VALID FOR RESERVE PROCESSING.
400,33,LSL NOT PROCESSED.  NO CORRESPONDING ACTIVE DUTY PERIOD CONTAINED ON MASTER RECORD.
401,F,REPORTED NUMBER DAYS NOT EQUAL TO OR GREATER THAN 000 OR LESS THAN 605 OR NOT 3 DIGITS.
401,AB,TRANSACTION MAY ONLY BE REPORTED BY YOUR MISSO.  PLEASE CONTACT YOUR LOCAL MISSO FOR ASSISTANCE.
402,AA,INTENDED TRANSFER DATE REPORTABLE BY RUC 54839 (MMIB) ONLY.
402,G,REPORTED INTENDED TRANSFER DATE IS INVALID.
402,H,"""PRES GRADE MUST EQUAL E6 AND ABOVE INCLUDING OFFICERS"
405,I,REPORTED AMCC AND AMCC-EDA ARE NOT BOTH ZEROS OR VALID.
405,H,REPORTED AMCC ESTIMATED DATE OF ARRIVAL IS INVALID.
405,G,REPORTED ADVANCED MONITOR COMMAND CODE IS INVALID.
405,Q,REPORTED STATEMENT MUST BE REPORTED BY HQMC. DATA ELEMENT IS HQMC CONTROLLED.
406,AE,REPORTED LOCATION CANNOT BE UNKNOWN OR A WATER AREA. REFER TO TABLE SI.
406,AD,"""REPORTED RELATIONSHIP CODE NOT VALID"
406,AB,MEMBER IN A SEPARATED STATUS. VERIFY AND REPORT IAW PRIUM.
406,AA,REPORTED DATE INVALID.
406,AK,CANNOT RPT THIS INFO WITHOUT A CORRESPONDING DESIGNATED CARE GIVER REMARK IN MCTFS. RESEARCH AND RE-REPORT.
406,AJ,"""REPORTED DEPENDENT SEQUENCE NUMBER NOT FOUND ON FCP REMARK"
406,AI,REPORTED REMARK SEQUENCE TO BE REMOVED DOES NOT EXIST. RESEARCH AND RE-REPORT.
406,AC,TRANSACTION CANNOT PROCESS WITH REQUIRED DATA MISSING.
406,AF,"""ONE OR BOTH REPORTED PHONE NUMBER TYPE CODES IS INVALID. MUST BE C"
406,AG,"""REPORTED COUNTRY/STATE"
406,AH,"""REPORTED DEPENDENT SEQUENCE NUMBER IS NOT VALID"
407,AA,MR DEPENDENTS INFO NOT CONSISTENT WITH REPORTED DATE DEPENDENTS LOCATION BEGAN.
407,G,REPORTED DATE INVALID OR FUTURE DATED.
408,AC,TRANSACTION IS REPORTABLE BY DTMS ONLY.
408,AB,TRANSACTION LIMITED TO MARINE CORPS MEMBERS ONLY.
408,AA,REPORTED WAIVER FLAG INVALID.  MUST BE BLANK OR 'Y'.
408,G,REPORTED PROJECTED TRAINING COMPLETION DATE IS INVALID.
409,I,MR DOES NOT INDICATE A FUTURE MCC ESTIMATED DATE OF ARRIVAL.
409,H,MR DOES NOT INDICATE A FUTURE MCC.
409,F,REPORTED FUTURE TOUR CONTROL FACTOR NUMBER OF MONTHS INVALID.
409,Q,REPORTED STATEMENT MUST BE REPORTED BY HQMC. DATA ELEMENT IS HQMC CONTROLLED.
410,H,REPORTED IMCC ESTIMATED DATE OF ARRIVAL IS INVALID.
410,I,REPORTED IMCC AND IMCC-EDA ARE NOT BOTH ZEROS OR VALID.
410,J,REPORTED IMCC AND IMCC-EDA INVALID BECAUSE MR FUTURE MCC EQUALS ZERO.
410,K,"""REPORTED IMCC INVALID"
410,Q,REPORTED STATEMENT MUST BE REPORTED BY HQMC. DATA ELEMENT IS HQMC CONTROLLED.
411,Q,REPORTED STATEMENT MUST BE REPORTED BY HQMC. DATA ELEMENT IS HQMC CONTROLLED.
411,G,INVALID PCSC REPORTED. REFER TO MCTFS TABLE 71 FOR VALID CODES.
414,H,REPORTED LAST MONITORED COMMAND CODE IS INVALID
414,Q,REPORTED STATEMENT REPORTED BY HQMC. DATA ELEMENT IS HQMC CONTROLLED.
415,G,REPORTED LMCC DATE DETACHED IS INVALID.  MUST BE YYYYMMDD OR ZEROS.  CANNOT BE FUTURE DATED.
415,Q,REPORTED STATEMENT MUST BE REPORTED BY HQMC. DATA ELEMENT IS HQMC CONTROLLED.
417,H,REPORTED DEPENDENTS GEO-LOCATION CODE IS INVALID
418,G,"""RPTD ACTUAL TRAINING COMPLETION DATE IS INVALID. MUST BE YYYYMMDD OR 0'S"
419,G,RPTD PROJECTED TRAINING COMPLETION DATE MUST BE YYYYMMDD AND FUTURE DATED OR ZEROS.
419,F,"""INVALID SUFFIX FOR INTENDED MOS"
419,BB,"""COHESION INFORMATION HAS CHANGED"
419,B,REPORTED IMOS IS NOT VALID. FAILED TABLE LOOKUP.
419,AB,REPORTED DATE INVALID FOR REPORTED MOS. RESEARCH AND RESUBMIT.
419,AA,IMOS SUBMITTED AS PRIMARY.  CAN ONLY BE ADDITIONAL.  POSTED AS ADDITIONAL.
419,M,MR PRES GRD NOT COMPATIBLE W/IMOS GRADE EDITS.
419,J,INVALID TRANSACTION FOR OFFICERS. PTCD NOT REQUIRED. CONTACT HQMC FOR RPT'ING OF IMOS.
419,P,REPORTED IMOS CAN ONLY BE REPORTED AS BILMOS.
419,H,PROJECTED TRAINING COMPLETION DATE MUST NOT EXCEED 2 YEARS OF DATE JOINED PRESENT UNIT.
419,MA,PRESENT UNIT JOINED DATE CANNOT EQUAL ZEROS.  REPORT DATE JOINED UNIT AND RESUBMIT.
419,O,REPORTED IMOS IS NOT VALID FOR WOMAN MARINE.
420,G,RPTD GEO-LOCATION DATE CURRENT TOUR BEGAN MUST BE YYMM. CANNOT BE FUTURE DATED OR ZEROS
420,Q,REPORTED STATEMENT MUST BE REPORTED BY HQMC. DATA ELEMENT IS HQMC CONTROLLED.
421,H,REPORTED GEO-LOCATION CODE IS INVALID. MUST BE ALPHA-NUMERIC.
421,Q,FIELD REPORTED GLC MUST EQUAL 000. ANY OTHER GLC MUST BE REPORTED BY HQMC.
428,B,MEMBER NOT CURRENTLY EXEMPT FROM TAX WITHHOLDING.
428,F,MEMBER NOT CURRENTLY NRALN.
428,G,INSUFFICIENT FEDERAL TAX PLAN 604 RMK INFO FOR PROCESSING. CONTACT MISSO FOR ASSISTANCE.
429,AA,NO ADDITIONAL WITHHOLDING CURRENTLY IN AFFECT.
430,AB,"""NOT PRESENTLY PERFORMING ACTIVE OR RESERVE DUTY. WHEN ONE OF THOSE DUTY TYPE COMMENCES"
430,AA,NO CURRENT TAX REMARK ON RECORD. CONTACT MISSA FOR ASSISTANCE.
430,B,TRANSACTION FAILED BECAUSE REPORTED PERCENTAGE IS EQUAL TO CURRENT ADDITIONAL FEDERAL TAX ELECTED PERCENTAGE.
430,F,REPORTED MARITAL STATUS INVALID.
430,G,RERPORTED NUMBER OF EXEMPTIONS QUESTIONABLE OR INVALID.
430,W,ENTRY CANNOT POST DURING MBR'S TAX EXCLUSION STATUS.
430,I,MEMBER IS CURRENTLY EXEMPT FROM TAX. REPORT 'STOP EXEMPT FROM TAX' IF APPLICABLE.
430,J,MR CITIZENSHIP INDICATES MBR IS NOT NRALN.
430,K,MR INDICATES MBR CURRENTLY SERVING WITHIN U.S. AND IS SUBJECT TO TAX WITHHOLDING.
430,N,INVALID PERCENTAGE OF ELECTION. MUST BE 01 THRU 50.
430,P,CANNOT CHANGE TAX PLAN/NO. OF EXEMPTIONS WHILE IN A NON-RESIDENT ALIEN STATUS.
430,H,UD ENTRY IS INVALID FOR NON-RESIDENT ALIENS.
431,AB,YOUR END OF ACTIVE SERVICE IS PRIOR TO ADDITIONAL TAX FROM DATE. RESUBMIT AFTER EXTENSION OR REENLISTMENT IS REPORTED BY ADMIN.
431,AA,ADDITIONAL TAX CURRENTLY BEING WITHHELD. SUBMIT STOP AND AFTER STOP PROCESSES SUBMIT NEW START FOR DESIRED AMOUNT.
431,F,REPORTED AMOUNT INVALID.
431,G,MEMBER CURRENTLY EXEMPT FROM WITHHOLDING.
432,AC,MASTER RECORD CONTAINS INSUFFICIENT 604 RMK INFO FOR PROCESSING.  CONTACT MISSO FOR ASSIST.
432,AA,REPORTED DATE INVALID.
432,AE,MASTER RECORD CONTAINS INSUFFICIENT 977 RMK INFO FOR PROCESSING.  CONTACT MISSO FOR ASSIST.
432,AF,LOCATION CODE PREVIOUSLY REPORTED FOR THIS PERIOD.
432,AG,REPORTED LOCATION CODE INVALID.
432,FG,A TRANSACTION HAS POSTED WHICH AFFECTS LWAS. MEMBERS REQUESTED LWAS BEGIN DATE HAS BEEN CHANGED TO ZEROS.
432,GJ,PARTIAL LOST LEAVE RESTORED.  VERIFY AND ADJUST ACCORDINGLY.
432,GX,MBR MAY OR MAY NOT BE ENTITLED TO RESPITE ABSENCE DUE TO REPORTING RETRO DATA.
432,HF,MBR MUST HAVE AN OPEN CZTE 977 RMK WITH A 'FROM DT' THAT MATCHES RPTD 'FROM DT' OF THIS TRANS AND BE IN A PDMRA DESIGN AREA.
432,HJ,"""DUE TO REPORTING RETRO DATA"
432,MA,REPORTED ED OVERLAPS PREVIOUS DEPLOY/MOBILIZED PERIOD ON D138 RMK. RESEARCH AND ADJUST IF NECESSARY.
432,MB,REPORTED ED PREVIOUS TO DEPLOY/MOBILIZED PERIOD ON D138 RMK. RESEARCH AND ADJUST IF NECESSARY.
432,MC,STOP PROCESSED PRIOR TO REACHING 120 DAY REQUIREMENT FOR PDMRA PERIOD.
432,AD,PART OR ALL OF REPORTED PERIOD OF TAX EXCL ALREADY POSTED TO MASTER RECORD.
432,AB,INVALID MASTER RECORD COMP CODE FOR START TAX EXCLUSION OR COMBAT LEAVE.
433,AF,REPORTED STOP DATE PRIOR TO 977 RMK FROM DATE.  USE TTC 437 TO BACK-OUT CZTE.
433,AD,VERIFY FOR POSSIBLE WAGE/TAX OVERLAY.
433,F,REPORTED DATE INVALID.
433,FG,A TRANSACTION HAS POSTED WHICH AFFECTS LWAS. MEMBERS REQUESTED LWAS BEGIN DATE HAS BEEN CHANGED TO ZEROS.
433,G,MASTER RECORD CONTAINS NO OPEN FEDERAL TAX PLAN FOR 604 RMK. CONTACT MISSO FOR ASSISTANCE.
433,GB,"""RETROACTIVE CBT ZONE STOP REPORTED"
433,GJ,PARTIAL LOST LEAVE RESTORED.  VERIFY AND ADJUST ACCORDINGLY.
433,HJ,"""DUE TO REPORTING RETRO DATA"
433,MA,REPORTED ED OVERLAPS PREVIOUS DEPLOY/MOBILIZED PERIOD ON D138 RMK. RESEARCH AND ADJUST IF NECESSARY.
433,MB,REPORTED ED PREVIOUS TO DEPLOY/MOBILIZED PERIOD ON D138 RMK. RESEARCH AND ADJUST IF NECESSARY.
433,MC,STOP PROCESSED PRIOR TO REACHING 120 REQUIREMENT FOR PDMRA PERIOD.
433,MD,INDIVIDUAL LOCATION REFLECTS RESERVE MEMBER STILL ASSIGNED OCONUS AND MAY STILL BE ENTITLED TO PDMRA.
433,NF,RETRO LV PERIOD RPTD PRIOR TO LSL PAYMENT. RESEARCH TO ENSURE LSL IS ACCURATE AND CORRECT IF REQUIRED.
433,AG,MR RECORD DOES NOT REFLECT TAX EXCLUSION.  VERIFY FOR POSSIBLE WAGE/TAX OVERLAY.
433,AE,MASTER RECORD DOES NOT REFLECT TAX EXCLUSION.
434,AC,REPORTED PERIOD OF TAX EXCLUSION IS PRIOR TO RETRO PERIOD ALLOWED.  CONTACT FO FOR APPROP ADJUSTMENT.
434,AA,REPORTED DATE INVALID.
434,AE,MASTER RECORD CONTAINS INSUFFICIENT 604 RMK INFO FOR PROCESSING.  CONTACT MISSO FOR ASSIST.
